"Species_name","Species_nr","German_name","acceptedname","authority","genus","Species","Species.simple","family","subfamily","tribe","subtribe","Species_col","Species_in_status","Species_in_Bioflor","Introduction_status_Seitz2012","Introduction_status_Biolflor","first_evidence","Origin","status_num","clonal_adventitious_buds_on_roots","clonal_bulbs","clonal_epigeogeneous_stems","clonal_hypogeogeneous_stems","clonal_plant_fragments_of_stem_origin","clonal_plantlets_(pseudovivipary)","clonal_rooting_horizontal_stems","clonal_root-splitters","clonal_spacers_above_and_renewal_buds_below_soil_surface","clonal_stem_tubers","clonal_buds_on_leaves_(gemmipary)","reprod_type","LifeF_macrophanero","LifeF_nanophanero","LifeF_hemicrypto","LifeF_geophyte","LifeF_chamae","LifeF_hemiphanero","LifeF_pseudo","LifeF_thero","flower_class","legume","flower_brown","flower_yellow","flower_green","flower_red","flower_white","flower_pink","flower_purple","flower_violet","flower_blue","DispersalUnitLength_mean","LeafArea_mean","LeafNitrogenContent_mean","PlantHeight_mean","PlantMycorrhizalInfection_mean","SeedDryMass_mean","SLA_mean","poll_vect_B","flw_muell","self_poll","insect_poll","wind_poll","cleisto_poll","FunGroup","LifeForm"
"Gagea pratensis",2514,"Wiesen-Gelbstern","Stellaster pratensis","(Pers.) Dumort.","Gagea","Gagea_pratensis","Gagea_pratensis","Liliaceae",NA,NA,NA,"Gagea_pratensis","Gagea pratensis","Gagea pratensis","I","I",NA,"Northern-Europe","1",0,1,0,0,0,0,0,0,0,0,0,"sv",0,0,0,1,0,0,0,0,"AB",0,0,1,0,0,0,0,0,0,0,NA,NA,NA,0.14,NA,NA,NA,"se (selfing) [often] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Galium aparine",2533,"Gewöhnliches Kletten-Labkraut","Galium aparine","L.","Galium","Galium_aparine","Galium_aparine","Rubiaceae","Rubioideae","Rubieae",NA,"Galium_aparine","Galium aparine","Galium aparine","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"A",0,0,0,1,0,1,0,0,0,0,3.5375,229.7006626,26.94186889,0.351367179,70,8.489325713,43.76694154,"se (selfing) [the rule] - in (insects) [rare]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",1,0,0,0,"Forb","Cryptophyte"
"Galium boreale",2540,"Nordisches Labkraut","Galium boreale","L.","Galium","Galium_boreale","Galium_boreale","Rubiaceae","Rubioideae","Rubieae",NA,"Galium_boreale","Galium boreale","Galium boreale","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"sv",0,0,0,1,0,0,0,0,"A",0,0,0,0,0,1,0,0,0,0,1.92,102.3900955,20.35982609,0.357891667,70,0.693528079,28.26491311,"se (selfing) [at failure of outcrossing] - in (insects) [always]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",0,1,0,0,"Forb","Cryptophyte"
"Galium mollugo",2555,"Kleinblütiges Wiesen-Labkraut","Galium mollugo","L.","Galium","Galium_mollugo","Galium_mollugo","Rubiaceae","Rubioideae","Rubieae",NA,"Galium_mollugo","Galium mollugo","Galium mollugo","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"A",0,0,1,1,0,1,0,0,0,0,1.285714286,154.7725498,22.70785202,0.335655738,30,0.681203571,28.71696785,"se (selfing) [possible] - in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",0,1,0,0,"Forb","Cryptophyte"
"Galium verum",2600,"Echtes Labkraut","Galium verum","L.","Galium","Galium_verum","Galium_verum","Rubiaceae","Rubioideae","Rubieae",NA,"Galium_verum","Galium verum","Galium verum","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,1,0,0,0,"sv",0,0,1,0,0,0,0,0,"A",0,0,1,0,0,0,0,0,0,0,1.348333333,16.37825853,19.78505066,0.334698642,70,0.490500813,20.3511077,"wi (wind) [possible] - se (selfing) [rare] - ge (geitonogamy) [possible] - in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",0,1,0,0,"Forb","Cryptophyte"
"Geranium molle",2679,"Weicher Storchschnabel","Geranium molle","L.","Geranium","Geranium_molle","Geranium_molle","Geraniaceae",NA,NA,NA,"Geranium_molle","Geranium molle","Geranium molle","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,0,0,0,0,1,0,0,0,1.715,738.2163518,24.18928,0.265309524,30,1.11975,25.53111294,"se (selfing) [the rule] - in (insects) [unknown]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,1,0,0,"Forb","Cryptophyte"
"Geranium pusillum",2686,"Kleiner Storchschnabel","Geranium pusillum","L.","Geranium","Geranium_pusillum","Geranium_pusillum","Geraniaceae",NA,NA,NA,"Geranium_pusillum","Geranium pusillum","Geranium pusillum","A","A",NA,"","2",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,0,0,0,0,1,0,1,0,2.031666667,1265.6,NA,0.204166667,NA,0.764466667,25.5,"se (selfing) [the rule] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Cryptophyte"
"Geranium pyrenaicum",2687,"Pyrenäen-Storchschnabel","Geranium pyrenaicum","Burm. f.","Geranium","Geranium_pyrenaicum","Geranium_pyrenaicum","Geraniaceae",NA,NA,NA,"Geranium_pyrenaicum","Geranium pyrenaicum","Geranium pyrenaicum","N","N",1859,"Southern_Europe, North_Africa","3",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,0,0,0,0,0,0,1,0,2.706,4021,NA,0.357142857,NA,1.602988235,28.37,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Geranium robertianum",2691,"Stinkender Storchschnabel","Geranium robertianum","L.","Geranium","Geranium_robertianum","Geranium_robertianum","Geraniaceae",NA,NA,NA,"Geranium_robertianum","Geranium robertianum","Geranium robertianum","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,0,0,0,0,0,1,0,0,1.965,1380.816263,28.88072542,0.182,30,1.324008696,43.37080854,"se (selfing) [the rule] - in (insects) [unknown]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,1,0,0,"Forb","Cryptophyte"
"Glechoma hederacea",2711,"Gundermann","Glechoma hederacea","L.","Glechoma","Glechoma_hederacea","Glechoma_hederacea","Lamiaceae","Nepetoideae","Mentheae",NA,"Glechoma_hederacea","Glechoma hederacea","Glechoma hederacea","I","I",NA,"Northern-Europe","1",0,0,0,0,1,0,1,0,0,0,0,"sv",0,0,1,1,0,0,0,0,"Hh",0,0,0,0,0,0,0,0,1,1,1.6825,864.7980277,35.40829402,0.407352941,70,0.659583333,36.54034021,"in (insects) [the rule]","Hh (bumble bee flowers)Typical pollinators: bumble bees",0,1,0,0,"Forb","Cryptophyte"
"Gypsophila paniculata",2752,"Rispiges Gipskraut","Gypsophila paniculata","L.","Gypsophila","Gypsophila_paniculata","Gypsophila_paniculata","Caryophyllaceae",NA,"Caryophylleae",NA,"Gypsophila_paniculata","Gypsophila paniculata","Gypsophila paniculata","N","N",1953,"Eastern_Europe, Asia","3",0,0,0,0,0,0,0,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"B",0,0,0,0,0,1,0,0,0,0,1.066666667,NA,NA,0.75,NA,0.720444444,NA,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Helichrysum arenarium",2786,"Sand-Strohblume","Helichrysum arenarium","(L.) Moench","Helichrysum","Helichrysum_arenarium","Helichrysum_arenarium","Asteraceae","Asteroideae","Gnaphalieae",NA,"Helichrysum_arenarium","Helichrysum arenarium","Helichrysum arenarium","I","I",NA,"Northern-Europe","1",1,0,1,0,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,1.34,407.5666667,17.3,0.2,NA,0.0765,18.41666667,"ge (geitonogamy) [the rule] - in (insects) [possible]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,0,0,0,"Forb","Cryptophyte"
"Herniaria glabra",2832,"Kahles Bruchkraut","Herniaria glabra","L.","Herniaria","Herniaria_glabra","Herniaria_glabra","Caryophyllaceae",NA,"Paronychieae",NA,"Herniaria_glabra","Herniaria glabra","Herniaria glabra","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"A",0,0,1,1,0,0,0,0,0,0,0.738,11.92,20.7,0.094166667,NA,0.080202105,18.44909091,"se (selfing) [the rule] - in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees",1,1,0,0,"Forb","Cryptophyte"
"Hieracium bauhini",2859,"Ungarisches Habichtskraut","Hieracium bauhini","Schult.","Hieracium","Hieracium_bauhini","Hieracium_bauhini","Asteraceae","Cichorioideae","Cichorieae","Hieraciinae","Hieracium_bauhini","Hieracium bauhini","Hieracium bauhini","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,1.96,NA,NA,NA,NA,NA,NA,"se (selfing) [unknown] - in (insects) [unknown]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Hieracium pilosella",2923,"Kleines Habichtskraut","Hieracium pilosella","L.","Hieracium","Hieracium_pilosella","Hieracium_pilosella","Asteraceae","Cichorioideae","Cichorieae","Hieraciinae","Hieracium_pilosella","Hieracium pilosella","Hieracium pilosella","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,3.48875,594.6303882,18.34139474,0.118296774,70,0.201065217,9.617144217,"se (selfing) [possible] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Hieracium umbellatum",2945,"Doldiges Habichtskraut","Hieracium umbellatum","L.","Hieracium","Hieracium_umbellatum","Hieracium_umbellatum","Asteraceae","Cichorioideae","Cichorieae","Hieraciinae","Hieracium_umbellatum","Hieracium umbellatum","Hieracium umbellatum","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,5.601,1499.12,23.21493925,0.545454545,70,0.449038095,21.4668396,"se (selfing) [unknown] - in (insects) [unknown]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Holcus lanatus",2969,"Wolliges Honiggras","Holcus lanatus","L.","Holcus","Holcus_lanatus","Holcus_lanatus","Poaceae","Pooideae","Poeae","Holcinae","Holcus_lanatus","Holcus lanatus","Holcus lanatus","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,1,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,0,0,1,0,0,0,0,0,0,3.025,549.7765924,21.99028541,0.458412538,70,0.342077858,26.74637491,"wi (wind) [often] - se (selfing) [often]","W (wind flowers)Typical pollinators: -",1,0,1,0,"Grass","Cryptophyte"
"Holcus mollis",2970,"Weiches Honiggras","Holcus mollis","L.","Holcus","Holcus_mollis","Holcus_mollis","Poaceae","Pooideae","Poeae","Holcinae","Holcus_mollis","Holcus mollis","Holcus mollis","I","I",NA,"Northern-Europe","1",0,0,1,1,1,0,0,0,0,0,0,"vvs",0,0,1,1,0,0,0,0,"W",0,0,0,1,0,0,0,0,0,0,3.032857143,655.8387727,27.10690272,0.600285714,70,0.342571429,37.29238761,"wi (wind) [always]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Holosteum umbellatum",2975,"Doldige Spurre","Holosteum umbellatum","L.","Holosteum","Holosteum_umbellatum","Holosteum_umbellatum","Caryophyllaceae",NA,"Alsineae",NA,"Holosteum_umbellatum","Holosteum umbellatum","Holosteum umbellatum","A","A",NA,"","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"AB",0,0,0,0,0,1,0,0,0,0,0.598,35.765,NA,0.114,NA,0.126666667,35.26333333,"se (selfing) [the rule] - pk (pseudocleistogamy) [possible] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Hypericum perforatum",3036,"Echtes Johanniskraut","Hypericum perforatum","L.","Hypericum","Hypericum_perforatum","Hypericum_perforatum","Hypericaceae",NA,"Hypericeae",NA,"Hypericum_perforatum","Hypericum perforatum","Hypericum perforatum","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,1,1,0,0,0,"sv",0,0,1,0,0,0,0,0,"Po",0,0,1,0,0,0,0,0,0,0,1.10625,359.3005393,23.81397564,0.548183099,30,0.143069565,26.5109028,"se (selfing) [rare] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles",0,1,0,0,"Forb","Cryptophyte"
"Hypochaeris radicata",3046,"Gewöhnliches Ferkelkraut","Hypochaeris radicata","L.","Hypochaeris","Hypochaeris_radicata","Hypochaeris_radicata","Asteraceae","Cichorioideae","Cichorieae","Hypochaeridinae","Hypochaeris_radicata","Hypochaeris radicata","Hypochaeris radicata","I","I",NA,"Northern-Europe","1",0,0,0,1,0,0,0,0,0,0,0,"ssv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,0,0,0,0,0,11.13333333,1283.701625,NA,0.079490079,70,0.792285714,25.06312422,"in (insects) [always]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Jasione montana",3118,"Berg-Sandglöckchen","Jasione montana","L.","Jasione","Jasione_montana","Jasione_montana","Campanulaceae",NA,NA,NA,"Jasione_montana","Jasione montana","Jasione montana","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"B`",0,0,0,0,0,0,0,0,0,1,0.67,42.917954,27.3970725,0.209955981,30,0.038270221,24.88963296,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Koeleria macrantha",3235,"Zierliches Schillergras","Koeleria pyramidata subsp. pyramidata","(Ledeb.) Schult.","Koeleria","Koeleria_macrantha","Koeleria_macrantha","Poaceae","Pooideae","Poeae","Aveninae","Koeleria_macrantha","Koeleria macrantha","Koeleria macrantha","I","I",NA,"Northern-Europe","1",0,0,1,1,0,1,0,0,0,0,0,"s",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,4.378333333,337.7967343,15.18152354,0.254607692,70,0.267061314,12.97834193,"wi (wind) [the rule] - se (selfing) [rare]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Koeleria pyramidata",3236,"Großes Schillergras","Koeleria pyramidata","(Lam.) P. Beauv.","Koeleria","Koeleria_pyramidata","Koeleria_pyramidata","Poaceae","Pooideae","Poeae","Aveninae","Koeleria_pyramidata","Koeleria pyramidata","Koeleria pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass",NA
"Lamium purpureum",3265,"Purpurrote Taubnessel i.w.S.","Lamium purpureum","L.","Lamium","Lamium_purpureum","Lamium_purpureum","Lamiaceae","Lamioideae","Lamieae",NA,"Lamium_purpureum","Lamium purpureum","Lamium purpureum","A","A",NA,"","2",0,0,0,0,0,0,1,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",0,0,0,0,0,0,0,1,0,0,2.265,424.38077,22.00138,0.220833333,NA,0.796052483,31.51296329,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Forb","Cryptophyte"
"Lapsana communis",3271,"Rainkohl","Lapsana communis","L.","Lapsana","Lapsana_communis","Lapsana_communis","Asteraceae","Cichorioideae","Cichorieae","Crepidinae","Lapsana_communis","Lapsana communis","Lapsana communis","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"B`",0,0,1,0,0,0,0,0,0,0,3.945714286,4144.447971,39.27217667,0.896923077,70,1.03825,44.20404094,"se (selfing) [the rule] - in (insects) [rare]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Cryptophyte"
"Leucanthemum vulgare agg.",3381,"Artengruppe Gewöhnliche Margerite","Leucanthemum vulgare","Lam.","Leucanthemum","Leucanthemum_vulgare_agg.","Leucanthemum_vulgare_agg.","Asteraceae","Asteroideae","Anthemideae","Leucantheminae","Leucanthemum_vulgare_agg.","Leucanthemum vulgare","Leucanthemum vulgare","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"B`",0,0,1,0,0,1,0,0,0,0,2.313333333,789.1394959,16.21047417,0.402570769,NA,0.442628364,20.13202897,"se (selfing) [at failure of outcrossing] - in (insects) [the rule] - sn (slug) [possible]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Linaria vulgaris",3433,"Gewöhnliches Leinkraut","Linaria vulgaris","Mill.","Linaria","Linaria_vulgaris","Linaria_vulgaris","Plantaginaceae",NA,"Antirrhineae",NA,"Linaria_vulgaris","Linaria vulgaris","Linaria vulgaris","I","I",NA,"Northern-Europe","1",1,0,0,1,0,0,0,0,0,0,0,"sv",0,0,0,1,0,0,0,0,"H",0,0,1,0,0,0,0,0,0,0,2.06,283.874069,18.34414346,0.527686567,30,0.159844444,28.63501032,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Forb","Cryptophyte"
"Lolium multiflorum",3484,"Vielblütiges Weidelgras","Lolium multiflorum","Lam.","Lolium","Lolium_multiflorum","Lolium_multiflorum","Poaceae","Pooideae","Poeae","Loliinae","Lolium_multiflorum","Lolium multiflorum","Lolium multiflorum","N","N",1859,"Soutern_Europe, Central_Europe, NW_Africa, SW_Asia","3",0,0,1,1,0,1,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"W",0,0,1,0,0,0,0,0,0,0,6.807142857,1004.620843,20.14666667,0.566642857,70,2.736870968,27.21465418,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Lolium perenne",3485,"Ausdauerndes Weidelgras","Lolium perenne","L.","Lolium","Lolium_perenne","Lolium_perenne","Poaceae","Pooideae","Poeae","Loliinae","Lolium_perenne","Lolium perenne","Lolium perenne","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,1,0,0,0,0,"s",0,0,1,0,0,0,0,0,"W",0,0,1,0,0,0,0,0,0,0,5.260909091,277.3077749,28.57669254,0.369637709,70,1.927518348,21.71178696,"wi (wind) [always]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Grass","Cryptophyte"
"Lotus corniculatus",3508,"Gewöhnlicher Hornklee","Lotus corniculatus","L.","Lotus","Lotus_corniculatus","Lotus_corniculatus","Fabaceae","Papilionoideae","Loteae",NA,"Lotus_corniculatus","Lotus corniculatus","Lotus corniculatus","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,1,1,0,0,0,"ssv",0,0,1,0,0,0,0,0,"Hb",1,0,1,0,0,0,0,0,0,0,4.852,209.3670148,32.78709403,0.360620219,70,1.234628734,23.67437461,"in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees",0,1,0,0,"Legume","Cryptophyte"
"Luzula campestris",3531,"Feld-Hainsimse","Luzula campestris","(L.) DC.","Luzula","Luzula_campestris","Luzula_campestris","Juncaceae",NA,NA,NA,"Luzula_campestris","Luzula campestris","Luzula campestris","I","I",NA,"Northern-Europe","1",0,0,1,1,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,1,0,0,0,0,0,0,0,0,1.478,235,27.05866667,0.1584,30,0.61424129,25.59517071,"wi (wind) [the rule] - se (selfing) [often] - in (insects) [possible]","W (wind flowers)Typical pollinators: -",1,0,1,0,"Forb","Cryptophyte"
"Luzula multiflora",11817,"Vielblütige Hainsimse","Luzula multiflora","(Ehrh.) Lej.","Luzula","Luzula_multiflora","Luzula_multiflora","Juncaceae",NA,NA,NA,"Luzula_multiflora","Luzula multiflora","Luzula multiflora","I","I",NA,"Northern-Europe","1",0,0,1,0,0,0,0,0,0,0,0,"sv",0,0,1,0,0,0,0,0,"W",0,1,0,0,0,0,0,0,0,0,1.586666667,180.6720144,22.97635563,0.202811111,NA,0.807583333,23.40172587,"wi (wind) [the rule] - in (insects) [possible]","W (wind flowers)Typical pollinators: -",0,0,1,0,"Forb","Cryptophyte"
"Malva moschata",3584,"Moschus-Malve","Malva moschata","L.","Malva","Malva_moschata","Malva_moschata","Malvaceae","Malvoideae",NA,NA,"Malva_moschata","Malva moschata","Malva moschata","N","A",1878,"Europe","2",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"B",0,0,0,0,0,1,1,0,0,0,2.046,3111.5,NA,0.425,NA,2.2085,20.03333333,"in (insects) [always]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",0,1,0,0,"Forb","Cryptophyte"
"Medicago falcata",3617,"Sichelklee","Medicago falcata","L.","Medicago","Medicago_falcata","Medicago_falcata","Fabaceae","Papilionoideae","Trifolieae",NA,"Medicago_falcata","Medicago falcata","Medicago falcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume",NA
"Medicago lupulina",3608,"Hopfenklee","Medicago lupulina","L.","Medicago","Medicago_lupulina","Medicago_lupulina","Fabaceae","Papilionoideae","Trifolieae",NA,"Medicago_lupulina","Medicago lupulina","Medicago lupulina","I","I",NA,"Northern-Europe","1",1,0,0,0,0,0,0,1,0,0,0,"sv",0,0,1,0,0,0,0,1,"H",1,0,1,0,0,0,0,0,0,0,2.32,399.4961126,31.50849,0.248437838,70,1.511144345,30.40364701,"se (selfing) [often] - in (insects) [often]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,1,0,0,"Legume","Cryptophyte"
"Medicago minima",3610,"Zwerg-Schneckenklee","Medicago minima var. brevispina","(L.) Bartal.","Medicago","Medicago_minima","Medicago_minima","Fabaceae","Papilionoideae","Trifolieae",NA,"Medicago_minima","Medicago minima","Medicago minima","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,1,0,0,0,0,0,0,0,3.155,28.33333333,35.85699333,0.121730769,NA,1.074592857,24.85095238,"se (selfing) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres",1,0,0,0,"Legume","Cryptophyte"
"Medicago x varia",3620,"Bastard-Luzerne","Medicago varia","Martyn","Medicago","Medicago_x_varia","Medicago_x","Fabaceae","Papilionoideae","Trifolieae",NA,"Medicago_x_varia","Medicago x varia","Medicago x varia","N","N",1859,"Western_Asia","3",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,1,0,0,0,"H",1,0,1,1,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Chamaephyte"
"Melampyrum pratense",3638,"Wiesen-Wachtelweizen","Melampyrum pratense","L.","Melampyrum","Melampyrum_pratense","Melampyrum_pratense","Orobanchaceae",NA,"Rhinantheae",NA,"Melampyrum_pratense","Melampyrum pratense","Melampyrum pratense","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,0,0,0,0,0,1,"Hh",0,0,1,0,0,0,0,0,0,0,4.063333333,739.5720214,23.89617,0.231071429,10,5.602235,20.45749396,"se (selfing) [at failure of outcrossing] - in (insects) [possible]","Hh (bumble bee flowers)Typical pollinators: bumble bees",0,0,0,0,"Forb","Therophyte"
"Melilotus officinalis",3660,"Gewöhnlicher Steinklee","Melilotus officinalis","(L.) Lam.","Melilotus","Melilotus_officinalis","Melilotus_officinalis","Fabaceae","Papilionoideae","Trifolieae",NA,"Melilotus_officinalis","Melilotus officinalis","Melilotus officinalis","A","A",NA,"","2",0,0,1,0,0,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"H",1,0,1,0,0,0,0,0,0,0,2.8825,534.25,38.474,1.017714286,70,2.831436633,18.69256475,"se (selfing) [at failure of outcrossing] - in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres",0,1,0,0,"Legume","Cryptophyte"
"Moehringia trinervia",3752,"Dreinervige Nabelmiere","Moehringia trinervia","(L.) Clairv.","Moehringia","Moehringia_trinervia","Moehringia_trinervia","Caryophyllaceae",NA,"Arenarieae",NA,"Moehringia_trinervia","Moehringia trinervia","Moehringia trinervia","I","I",NA,"Northern-Europe","1",0,0,0,0,0,0,0,1,0,0,0,"s",0,0,1,0,0,0,0,0,"AB",0,0,0,0,0,1,0,0,0,0,0.975,200.1552643,26.61078333,0.1765,10,0.188,50.81847686,"se (selfing) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees",1,0,0,0,"Forb","Cryptophyte"
"Myosotis arvensis",3782,"Acker-Vergissmeinnicht","Myosotis arvensis","(L.) Hill","Myosotis","Myosotis_arvensis","Myosotis_arvensis","Boraginaceae","Cynoglossoideae","Myosotideae",NA,"Myosotis_arvensis","Myosotis arvensis","Myosotis arvensis","A","A",NA,"","2",0,0,0,0,1,0,0,0,0,0,0,"s",0,0,1,0,0,0,0,1,"B",0,0,1,0,0,0,0,0,0,1,2.13,615.065278,13.4665,0.300732143,20,0.444499451,38.63557536,"se (selfing) [the rule] - in (insects) [possible]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids",1,0,0,0,"Forb","Cryptophyte"
