"","Species","Species_name","Species_acceptedname","family","subfamily","Frequency","allergen_score_old","allergenicity_anecdotal","allergen_score_corrected","IUIS.record","SDAP.record","AllFam.record","Allergenonline.record","Allergome.record","additional_ref","react.europe.Allergome","FDA","allergenicity_strict","ref_severity","Comment_severity","allergen_score","Flowering_beg","Flowering_end","Pollen_dispersal","Source","Species.match","Genus","allergenicity","database.record","severe.all","Freq.rural","Freq.suburb","Freq.urban","Introduction_status_Seitz2012","Origin","status_num","first_evidence","SLA_mean","PlantHeight_mean","SeedDryMass_mean","poll_vect_B","flw_muell","FunGroup","LifeForm","fl.beg","fl.end","fl.period","resident","native","exotic","neophyte","molecule.unknown","allergenicity.broad","known.mols","known.allfam","phenology_score","main.pollination","pollen_score","PAV","anemophilous"
"Hieracium_pilosella","Hieracium_pilosella","Hieracium pilosella","Hieracium_pilosella","Asteraceae","Cichorioideae",15,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","October","Selfing, insects","BioFlor- 2018","Hieracium_pilosella","Hieracium",0,FALSE,0,7,5,3,"I","Northern-Europe",1,NA,9.617144217,0.118296774,0.201065217,"se (selfing) [possible] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",5,10,5,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Hieracium_umbellatum","Hieracium_umbellatum","Hieracium umbellatum","Hieracium_umbellatum","Asteraceae","Cichorioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"July","October","Selfing, insects","BioFlor- 2018","Hieracium_umbellatum","Hieracium",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,21.4668396,0.545454545,0.449038095,"se (selfing) [unknown] - in (insects) [unknown]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",7,10,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Holcus_lanatus","Holcus_lanatus","Holcus lanatus","Holcus_lanatus","Poaceae","Pooideae",5,1,1,4,1,1,1,1,1,1,"55%",695,1,"","IUIS: High reactivity of Hol l 1 and Hol l 5; Pooideae, tribe Aveneae",4,"June","August","Wind, selfing","BioFlor- 2018","Holcus_lanatus","Holcus",1,TRUE,1,1,4,0,"I","Northern-Europe",1,NA,26.74637491,0.458412538,0.342077858,"wi (wind) [often] - se (selfing) [often]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",6,8,2,1,1,0,0,0,1,6,5,2,"wind",3,24,1
"Holcus_mollis","Holcus_mollis","Holcus mollis","Holcus_mollis","Poaceae","Pooideae",4,1,1,3,0,0,0,0,0,1,"",NA,1,"Weber 2004","Cross reactivity within Pooideae, tribe Aveneae, same genus as Holcus lanatus",3,"June","August","Wind","BioFlor- 2018","Holcus_mollis","Holcus",1,FALSE,1,3,1,0,"I","Northern-Europe",1,NA,37.29238761,0.600285714,0.342571429,"wi (wind) [always]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",6,8,2,1,1,0,0,0,1,6,5,2,"wind",3,18,1
"Holosteum_umbellatum","Holosteum_umbellatum","Holosteum umbellatum","Holosteum_umbellatum","Caryophyllaceae",NA,9,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","May","Selfing, pseudocleistogamy,  insects","BioFlor- 2018","Holosteum_umbellatum","Holosteum",0,FALSE,0,2,2,5,"A","",2,NA,35.26333333,0.114,0.126666667,"se (selfing) [the rule] - pk (pseudocleistogamy) [possible] - in (insects) [possible]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",3,5,2,1,0,1,0,0,0,0,0,2,"insects-selfing",1,0,0
"Hypericum_perforatum","Hypericum_perforatum","Hypericum perforatum","Hypericum_perforatum","Hypericaceae",NA,20,2,1,0,0,0,0,0,0,1,"",NA,0,"Hruska 2003","anecdotal evidence only",0,"July","August","Selfing, insects","BioFlor- 2018","Hypericum_perforatum","Hypericum",0,FALSE,0,9,7,4,"I","Northern-Europe",1,NA,26.5109028,0.548183099,0.143069565,"se (selfing) [rare] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",7,8,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Hypochaeris_radicata","Hypochaeris_radicata","Hypochaeris radicata","Hypochaeris_radicata","Asteraceae","Cichorioideae",17,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Insects","BioFlor- 2018","Hypochaeris_radicata","Hypochaeris",0,FALSE,0,6,8,3,"I","Northern-Europe",1,NA,25.06312422,0.079490079,0.792285714,"in (insects) [always]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",6,9,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Jasione_montana","Jasione_montana","Jasione montana","Jasione_montana","Campanulaceae",NA,8,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Insects","BioFlor- 2018","Jasione_montana","Jasione",0,FALSE,0,5,3,0,"I","Northern-Europe",1,NA,24.88963296,0.209955981,0.038270221,"in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Koeleria_macrantha","Koeleria_macrantha","Koeleria macrantha","Koeleria_pyramidata_subsp._pyramidata","Poaceae","Pooideae",1,3,1,3,0,0,0,0,0,1,"",NA,1,"Weber 2004","cross-reactivity with other Pooidae, Poeae grasses",3,"June","July","Wind, selfing","BioFlor- 2018","Koeleria_macrantha","Koeleria",1,FALSE,1,1,0,0,"I","Northern-Europe",1,NA,12.97834193,0.254607692,0.267061314,"wi (wind) [the rule] - se (selfing) [rare]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",6,7,1,1,1,0,0,0,1,5,5,1,"wind",3,9,1
"Koeleria_pyramidata","Koeleria_pyramidata","Koeleria pyramidata","Koeleria_pyramidata","Poaceae","Pooideae",1,0,1,3,0,0,0,0,0,1,"",NA,1,"Weber 2004","cross-reactivity with other Pooideae",3,"June","July","Wind","BioFlor- 2018","Koeleria_pyramidata","Koeleria",1,FALSE,1,0,0,1,"I",NA,1,NA,NA,NA,NA,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass",NA,6,7,1,1,1,0,0,0,1,5,5,1,"wind",3,9,1
"Lamium_purpureum","Lamium_purpureum","Lamium purpureum","Lamium_purpureum","Lamiaceae","Lamioideae",10,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","October","Selfing, insects","BioFlor- 2018","Lamium_purpureum","Lamium",0,FALSE,0,6,2,2,"A","",2,NA,31.51296329,0.220833333,0.796052483,"se (selfing) [at failure of outcrossing] - in (insects) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Forb","Cryptophyte",3,10,7,1,0,1,0,0,0,0,0,3,"insects",1,0,0
"Lapsana_communis","Lapsana_communis","Lapsana communis","Lapsana_communis","Asteraceae","Cichorioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Selfing, insects","BioFlor- 2018","Lapsana_communis","Lapsana",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,44.20404094,0.896923077,1.03825,"se (selfing) [the rule] - in (insects) [rare]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",6,9,3,1,1,0,0,0,0,0,0,3,"insects-selfing",1,0,0
"Leucanthemum_vulgare_agg.","Leucanthemum_vulgare_agg.","Leucanthemum vulgare agg.","Leucanthemum_vulgare","Asteraceae","Asteroideae",1,1,1,0,0,0,0,0,0,0,"",NA,0,"Ščevková 2014","anecdotal evidence only",0,"June","October","Selfing, insects, snails","BioFlor- 2018","Leucanthemum_vulgare_agg.","Leucanthemum",0,FALSE,0,0,0,1,"I","Northern-Europe",1,NA,20.13202897,0.402570769,0.442628364,"se (selfing) [at failure of outcrossing] - in (insects) [the rule] - sn (slug) [possible]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",6,10,4,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Linaria_vulgaris","Linaria_vulgaris","Linaria vulgaris","Linaria_vulgaris","Plantaginaceae",NA,6,2,1,0,0,0,0,0,0,1,"",NA,0,"Hruska 2003","anecdotal evidence only",0,"June","October","Insects","BioFlor- 2018","Linaria_vulgaris","Linaria",0,FALSE,0,2,4,0,"I","Northern-Europe",1,NA,28.63501032,0.527686567,0.159844444,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Forb","Cryptophyte",6,10,4,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Lolium_multiflorum","Lolium_multiflorum","Lolium multiflorum","Lolium_multiflorum","Poaceae","Pooideae",1,3,1,3,0,0,0,0,1,1,"50%",NA,1,"Weber 2004","cross-reactivity with other Pooideae",3,"June","August","Wind","BioFlor- 2018","Lolium_multiflorum","Lolium",1,TRUE,1,1,0,0,"N","Soutern_Europe, Central_Europe, NW_Africa, SW_Asia",3,1859,27.21465418,0.566642857,2.736870968,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",6,8,2,0,0,1,1,0,1,13,11,2,"wind",3,18,1
"Lolium_perenne","Lolium_perenne","Lolium perenne","Lolium_perenne","Poaceae","Pooideae",6,3,1,4,1,1,1,1,1,1,"45 % (Germany)",NA,1,"Weber 2004; Niederberger 1998","cross-reactivity with other Pooideae",4,"May","October","Wind","BioFlor- 2018","Lolium_perenne","Lolium",1,TRUE,1,2,0,4,"I","Northern-Europe",1,NA,21.71178696,0.369637709,1.927518348,"wi (wind) [always]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",5,10,5,1,1,0,0,0,1,13,11,3,"wind",3,36,1
"Lotus_corniculatus","Lotus_corniculatus","Lotus corniculatus","Lotus_corniculatus","Fabaceae","Papilionoideae",3,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Insects","BioFlor- 2018","Lotus_corniculatus","Lotus",0,FALSE,0,0,3,0,"I","Northern-Europe",1,NA,23.67437461,0.360620219,1.234628734,"in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees","Legume","Cryptophyte",6,8,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Luzula_campestris","Luzula_campestris","Luzula campestris","Luzula_campestris","Juncaceae",NA,5,0,1,0,0,0,0,0,0,0,"",NA,0,"","Only """"suspected"""" of causing allergic reaction, but no strong evidence; No allergy has been reported for Common  wood rush; http://www.pollenlibrary.com/Specie/Luzula+multiflora",0,"March","April","Wind, selfing, insects","BioFlor- 2018","Luzula_campestris","Luzula",0,FALSE,0,2,3,0,"I","Northern-Europe",1,NA,25.59517071,0.1584,0.61424129,"wi (wind) [the rule] - se (selfing) [often] - in (insects) [possible]","W (wind flowers)Typical pollinators: -","Forb","Cryptophyte",3,4,1,1,1,0,0,0,0,0,0,1,"wind-insects",2,0,1
"Luzula_multiflora","Luzula_multiflora","Luzula multiflora","Luzula_multiflora","Juncaceae",NA,1,0,1,0,0,0,0,0,0,0,"",NA,0,"","Only """"suspected"""" of causing allergic reaction, but no strong evidence; No allergy has been reported for Common  wood rush; http://www.pollenlibrary.com/Specie/Luzula+multiflora",0,"April","May","Wind, insects","BioFlor- 2018","Luzula_multiflora","Luzula",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,23.40172587,0.202811111,0.807583333,"wi (wind) [the rule] - in (insects) [possible]","W (wind flowers)Typical pollinators: -","Forb","Cryptophyte",4,5,1,1,1,0,0,0,0,0,0,1,"wind-insects",2,0,1
"Malva_moschata","Malva_moschata","Malva moschata","Malva_moschata","Malvaceae","Malvoideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","October","Insects","BioFlor- 2018","Malva_moschata","Malva",0,FALSE,0,0,0,1,"N","Europe",3,1878,20.03333333,0.425,2.2085,"in (insects) [always]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Cryptophyte",6,10,4,0,0,1,1,0,0,0,0,3,"insects",1,0,0
"Medicago_falcata","Medicago_falcata","Medicago falcata","Medicago_falcata","Fabaceae","Papilionoideae",1,0,1,1,0,0,0,0,0,1,"",NA,0,"Bousquet et al. 1984","similar to Medicago sativa ?",1,"June","September","Insects","BioFlor- 2018","Medicago_falcata","Medicago",1,FALSE,0,0,1,0,"I",NA,1,NA,NA,NA,NA,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume",NA,6,9,3,1,1,0,0,1,1,0,0,3,"insects",1,3,0
"Medicago_lupulina","Medicago_lupulina","Medicago lupulina","Medicago_lupulina","Fabaceae","Papilionoideae",14,2,1,1,0,0,0,0,0,1,"",1057,1,"Bousquet et al. 1984","skin prick tests to medicago sativa with low reactivity scores, possibly cross reactivity, in Bousquet.",1,"May","October","Selfing, insects","BioFlor- 2018","Medicago_lupulina","Medicago",1,FALSE,0,2,6,6,"I","Northern-Europe",1,NA,30.40364701,0.248437838,1.511144345,"se (selfing) [often] - in (insects) [often]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",5,10,5,1,1,0,0,1,1,0,0,3,"insects",1,3,0
"Medicago_minima","Medicago_minima","Medicago minima","Medicago_minima_var._brevispina","Fabaceae","Papilionoideae",1,0,1,1,0,0,0,0,0,1,"",NA,0,"Bousquet et al. 1984","similar to Medicago sativa ?",1,"May","June","Selfing","BioFlor- 2018","Medicago_minima","Medicago",1,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,24.85095238,0.121730769,1.074592857,"se (selfing) [the rule]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",5,6,1,1,1,0,0,1,1,0,0,1,"selfing",1,1,0
"Medicago_x_varia","Medicago_x_varia","Medicago x varia","Medicago_varia","Fabaceae","Papilionoideae",13,0,1,1,0,0,0,0,0,1,"",NA,0,"Bousquet et al. 1984","similar to Medicago sativa ?",1,"June","September","Insects","BioFlor- 2018","Medicago_x_varia","Medicago",1,FALSE,0,1,1,11,"N","Western_Asia",3,1859,NA,NA,NA,"in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Chamaephyte",6,9,3,0,0,1,1,1,1,0,0,3,"insects",1,3,0
"Melampyrum_pratense","Melampyrum_pratense","Melampyrum pratense","Melampyrum_pratense","Orobanchaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Selfing, insects","BioFlor- 2018","Melampyrum_pratense","Melampyrum",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,20.45749396,0.231071429,5.602235,"se (selfing) [at failure of outcrossing] - in (insects) [possible]","Hh (bumble bee flowers)Typical pollinators: bumble bees","Forb","Therophyte",6,9,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Melilotus_officinalis","Melilotus_officinalis","Melilotus officinalis","Melilotus_officinalis","Fabaceae","Papilionoideae",3,1,1,0,0,0,0,0,0,0,"",1089,0,"","according to FDA, no data supporting  Melilotus album allergies. ",0,"June","September","Selfing, insects","BioFlor- 2018","Melilotus_officinalis","Melilotus",0,FALSE,0,0,2,1,"A","",2,NA,18.69256475,1.017714286,2.831436633,"se (selfing) [at failure of outcrossing] - in (insects) [always]","H (hymenoptere flowers)Typical pollinators: hymenopteres","Legume","Cryptophyte",6,9,3,1,0,1,0,0,0,0,0,3,"insects",1,0,0
"Moehringia_trinervia","Moehringia_trinervia","Moehringia trinervia","Moehringia_trinervia","Caryophyllaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Moehringia_trinervia","Moehringia",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,50.81847686,0.1765,0.188,"se (selfing) [the rule] - in (insects) [rare]","AB (flowers with partly hidden nectar)Typical pollinators: syrphids, bees","Forb","Cryptophyte",5,7,2,1,1,0,0,0,0,0,0,2,"insects-selfing",1,0,0
"Myosotis_arvensis","Myosotis_arvensis","Myosotis arvensis","Myosotis_arvensis","Boraginaceae","Cynoglossoideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","September","Selfing, insects","BioFlor- 2018","Myosotis_arvensis","Myosotis",0,FALSE,0,1,1,0,"A","",2,NA,38.63557536,0.300732143,0.444499451,"se (selfing) [the rule] - in (insects) [possible]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Cryptophyte",4,9,5,1,0,1,0,0,0,0,0,3,"insects-selfing",1,0,0
"Myosotis_ramosissima","Myosotis_ramosissima","Myosotis ramosissima","Myosotis_ramosissima","Boraginaceae","Cynoglossoideae",28,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"April","June","Selfing, insects","BioFlor- 2018","Myosotis_ramosissima","Myosotis",0,FALSE,0,10,8,10,"A","",2,NA,27.22266667,0.126111111,0.223025,"se (selfing) [the rule] - in (insects) [possible]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Cryptophyte",4,6,2,1,0,1,0,0,0,0,0,2,"insects-selfing",1,0,0
"Myosotis_stricta","Myosotis_stricta","Myosotis stricta","Myosotis_stricta","Boraginaceae","Cynoglossoideae",6,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"March","June","Selfing, insects","BioFlor- 2018","Myosotis_stricta","Myosotis",0,FALSE,0,5,0,1,"A","",2,NA,26.97333333,0.088,0.112915,"se (selfing) [unknown] - in (insects) [unknown]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Cryptophyte",3,6,3,1,0,1,0,0,0,0,0,3,"insects",1,0,0
"Oenothera_biennis_agg.","Oenothera_biennis_agg.","Oenothera biennis agg.","Oenothera_biennis","Onagraceae","Onagroideae",14,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","August","Selfing, insects","BioFlor- 2018","Oenothera_biennis_agg.","Oenothera",0,FALSE,0,3,4,7,"N","North_America, Central_America",3,1787,18.35922486,0.9515,0.410850852,"se (selfing) [the rule] - in (insects) [rare]","FnH (transition type moth flowers - bee flowers)Typical pollinators: moths, hymenoptera","Forb","Cryptophyte",6,8,2,0,0,1,1,0,0,0,0,2,"insects-selfing",1,0,0
"Ononis_repens","Ononis_repens","Ononis repens","Ononis_repens","Fabaceae","Papilionoideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","July","Insects","BioFlor- 2018","Ononis_repens","Ononis",0,FALSE,0,0,1,1,"I","Northern-Europe",1,NA,22.98962827,0.408333333,4.7389,"in (insects) [the rule]","Hb (bee flowers )Typical pollinators: bees","Legume","Cryptophyte",6,7,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Papaver","Papaver","Papaver","Papaver","Papaveraceae","Papaveroideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","August","Selfing, kleistogamy, pseudokleistogamy, insects","BioFlor- 2018","Papaver","Papaver",0,FALSE,0,1,0,0,"A",NA,2,NA,NA,NA,NA,NA,NA,"Forb",NA,5,8,3,1,0,1,0,0,0,0,0,3,"selfing",0,0,0
"Papaver_argemone","Papaver_argemone","Papaver argemone","Papaver_argemone","Papaveraceae","Papaveroideae",2,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, pseudokleistogamy, insects","BioFlor- 2018","Papaver_argemone","Papaver",0,FALSE,0,1,0,1,"A","",2,NA,23.8,0.431818182,0.16508,"se (selfing) [often] - pk (pseudocleistogamy) [possible] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",5,7,2,1,0,1,0,0,0,0,0,2,"insects",1,0,0
"Papaver_dubium","Papaver_dubium","Papaver dubium","Papaver_dubium","Papaveraceae","Papaveroideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"May","July","Selfing, insects","BioFlor- 2018","Papaver_dubium","Papaver",0,FALSE,0,0,0,1,"A","",2,NA,23.98571429,0.42655,0.129989316,"se (selfing) [often] - in (insects) [the rule]","Po (pollen flowers)Typical pollinators: short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",5,7,2,1,0,1,0,0,0,0,0,2,"insects",1,0,0
"Petrorhagia_prolifera","Petrorhagia_prolifera","Petrorhagia prolifera","Petrorhagia_prolifera","Caryophyllaceae",NA,18,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","October","Selfing, insects","BioFlor- 2018","Petrorhagia_prolifera","Petrorhagia",0,FALSE,0,6,7,5,"I","Northern-Europe",1,NA,14.96081617,0.305,0.324885714,"se (selfing) [the rule] - in (insects) [rare]","F (butterfly flowers)Typical pollinators: butterflies, long tongued bees, syrphids","Forb","Therophyte",6,10,4,1,1,0,0,0,0,0,0,3,"insects-selfing",1,0,0
"Petrorhagia_saxifraga","Petrorhagia_saxifraga","Petrorhagia saxifraga","Petrorhagia_saxifraga","Caryophyllaceae",NA,1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"June","September","Selfing, insects","BioFlor- 2018","Petrorhagia_saxifraga","Petrorhagia",0,FALSE,0,0,0,1,"N","Europe, Western_Asia",3,1947,NA,0.2,0.14,"se (selfing) [the rule] - in (insects) [rare]","B (flowers with totally hidden nectar)Typical pollinators: bees, bumblebees, wasps, bombylides, syrphids","Forb","Chamaephyte",6,9,3,0,0,1,1,0,0,0,0,3,"insects-selfing",1,0,0
"Peucedanum_oreoselinum","Peucedanum_oreoselinum","Peucedanum oreoselinum","Peucedanum_oreoselinum","Apiaceae","Apioideae",4,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"July","August","Insects","BioFlor- 2018","Peucedanum_oreoselinum","Peucedanum",0,FALSE,0,2,2,0,"I","Northern-Europe",1,NA,22.02536651,0.575,4.14,"in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees","Forb","Cryptophyte",7,8,1,1,1,0,0,0,0,0,0,1,"insects",1,0,0
"Picris_hieracioides","Picris_hieracioides","Picris hieracioides","Picris_hieracioides","Asteraceae","Cichorioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"July","October","Selfing, insects","BioFlor- 2018","Picris_hieracioides","Picris",0,FALSE,0,0,1,0,"I","Northern-Europe",1,NA,29.20677615,0.459564571,1.1463,"se (selfing) [rare] - in (insects) [the rule]","B` (flower associations with totally hidden nectar)Typical pollinators: bees, bumble bees, wasps, bombylides, syrphids","Forb","Cryptophyte",7,10,3,1,1,0,0,0,0,0,0,3,"insects",1,0,0
"Pimpinella_saxifraga_agg.","Pimpinella_saxifraga_agg.","Pimpinella saxifraga agg.","Pimpinella_saxifraga","Apiaceae","Apioideae",1,0,0,0,0,0,0,0,0,0,"",NA,0,"","",0,"July","September","Insects","BioFlor- 2018","Pimpinella_saxifraga_agg.","Pimpinella",0,FALSE,0,1,0,0,"I","Northern-Europe",1,NA,16.69481875,0.359605747,1.214392,"in (insects) [the rule]","A (flowers with open nectar)Typical pollinators: beetles, flies, syrphids, wasps, medium tongued bees","Forb","Cryptophyte",7,9,2,1,1,0,0,0,0,0,0,2,"insects",1,0,0
"Plantago_arenaria","Plantago_arenaria","Plantago arenaria","Plantago_arenaria","Plantaginaceae",NA,2,0,1,3,0,0,0,0,0,1,"",NA,0,"Weber 2015","cf. Plantago lanceolata",3,"June","September","Wind, insects","BioFlor- 2018","Plantago_arenaria","Plantago",1,FALSE,1,0,0,2,"N","Europe, Western_Asia",3,1787,16.53666667,0.28,1.084444444,"wi (wind) [the rule] - in (insects) [rare]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles","Forb","Therophyte",6,9,3,0,0,1,1,0,1,11,11,3,"wind-insects",2,18,1
"Plantago_lanceolata","Plantago_lanceolata","Plantago lanceolata","Plantago_lanceolata","Plantaginaceae",NA,28,2,1,3,1,1,1,1,1,1,"11%",NA,1,"Weber 1985, 2003, 2015; Baldo et al. 1982; Gadermeier et al. 2014","cross reactivity with Grass and Ragweed; Reported 36% incidence in allergic population (Gademaier 2014)",3,"May","October","Wind, geitonogamy, insects","BioFlor- 2018","Plantago_lanceolata","Plantago",1,TRUE,1,8,8,12,"A","",2,NA,18.35987974,0.209875895,1.474078607,"wi (wind) [the rule] - ge (geitonogamy) [possible] - in (insects) [rare]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",5,10,5,1,0,1,0,0,1,11,11,3,"wind-insects",2,18,1
"Plantago_major","Plantago_major","Plantago major","Plantago_major","Plantaginaceae",NA,2,2,1,3,0,0,0,0,1,1,NA,NA,1,"Weber 1985, 2015","cf. Plantago lanceolata",3,"June","October","Wind, selfing, geitonogamy","BioFlor- 2018","Plantago_major","Plantago",1,TRUE,1,2,0,0,"A","",2,NA,20.93326701,0.253006377,0.215805337,"wi (wind) [the rule] - se (selfing) [the rule] - ge (geitonogamy) [at failure of outcrossing]","Wb (wind flowers occassionally visited by insect)Typical pollinators: Short tongued bees, syrphids, flies, beetles","Forb","Cryptophyte",6,10,4,1,0,1,0,0,1,11,11,3,"wind",3,27,1
"Poa_angustifolia","Poa_angustifolia","Poa angustifolia","Poa_angustifolia","Poaceae","Pooideae",41,3,1,3,0,0,0,0,0,1,"",NA,1,"Weber 2004","cross-reactivity with other Poa species",3,"May","June","Wind","BioFlor- 2018","Poa_angustifolia","Poa",1,FALSE,1,14,13,14,"I","Northern-Europe",1,NA,19.10666667,0.597222222,0.18365493,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",5,6,1,1,1,0,0,0,1,10,7,1,"wind",3,9,1
"Poa_annua","Poa_annua","Poa annua","Poa_annua","Poaceae","Pooideae",2,2,1,3,0,0,0,0,0,1,"",601,1,"Weber 2004","cross-reactivity with other Poa species",3,"January","December","Wind, selfing, cleistogamy","BioFlor- 2018","Poa_annua","Poa",1,FALSE,1,0,0,2,"A","",2,NA,41.07062063,0.1493456,0.252688413,"wi (wind) [rare] - se (selfing) [the rule] - kl (cleistogamy) [rare]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",1,12,11,1,0,1,0,0,1,10,7,3,"selfing",1,9,0
"Poa_bulbosa","Poa_bulbosa","Poa bulbosa","Poa_bulbosa","Poaceae","Pooideae",2,0,1,3,0,0,0,0,0,1,"",NA,1,"Weber 2004","cross-reactivity with other Pooideae, Poeae grasses",3,"May","June","Wind","BioFlor- 2018","Poa_bulbosa","Poa",1,FALSE,1,1,0,1,"A","",2,NA,37.66559966,0.16740577,0.761660343,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",5,6,1,1,0,1,0,0,1,10,7,1,"wind",3,9,1
"Poa_compressa","Poa_compressa","Poa compressa","Poa_compressa","Poaceae","Pooideae",21,2,1,3,0,0,0,0,0,1,"",603,1,"Weber 2004","cross-reactivity with other Poa species",3,"June","July","Wind","BioFlor- 2018","Poa_compressa","Poa",1,FALSE,1,5,7,9,"I","Northern-Europe",1,NA,20.55567516,0.280559091,0.207521544,"wi (wind) [the rule]","W (wind flowers)Typical pollinators: -","Grass","Cryptophyte",6,7,1,1,1,0,0,0,1,10,7,1,"wind",3,9,1
